,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
10,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,07.08.2022 12:01,N: 137,СМЕНА: 27,КАССИР Продавец Исикова,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,ОНЛАЙТ Лампа светодиодная груша 15Вт Е27 тепл,1,159.99,159.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4650074611495,Navigator Лампа накал 60Вт прозрачн груша Е27,1,59.99,59.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607136943001,"АГРОКОМПЛЕКС Молоко паст 3,2% 0,9л ф/п (",1,69.99,69.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,0104607070047681215CUfpc,Пакет-майка Магнит,1,6.99,6.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,МОЯ ЦЕНА Тесто слоеное дрожжевое 500г(Россия),1,92.99,92.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4603421330471,"Батон ЛЕТНИЙ ДАР нарез в/с 0,35кг п/уп(Хлебоз",1,44.99,44.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607104242112,СТАРОДВОРЬЕ БАВАРУШКА Сосиски Баварушки с око,1,114.99,114.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607091384369,МОЯ ЦЕНА Бумажные салфетки белые 100 лист (Ро,1,22.99,22.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,7942356550514,MOSQUITALL Пластины от комаров 10шт(Биогард):,1,29.99,29.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4650056490667,НАРЗАН Минеральная Вода негаз 1л пл/бут(Нарза,1,64.99,64.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4600536004006,РОЯЛС Деми Классик Сигареты МРЦ125(БАТ):,1,125.00,125.00,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,АТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,010000004623339421iT-X7bv,ИТОГО:,792.90,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,792.90,НДС 20%:,78.33,НДС 10%:,29.35,ОСН,N ККТ:,0002728757053750,N ФД:,15434,N ФН:,9960440302394074,ФП,0300110438,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"АО ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,
11,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,07.08.2022 21:27,N: 512,СМЕНА: 27,КАССИР Продавец Исикова,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"МОЯ ЦЕНА Сыр Российский 45%/50% (ф):3,5",0.26,439.90,114.37,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,кг,КОД ТОВАРА,0104607164992132215Q:(l4,"КУБАН МОЛОЧНИК Сметана 20% 0,18кг батон",1,41.99,41.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,0104640009492527215ldmtd,"Бренди КВС ТМ КРЫМСКИЙ СТАТУС 40% 0,25л(Зав.П",1,179.99,179.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ПОДАКЦИЗНЫЙ ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,19830448765508,ИТОГО:,336.35,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,336.35,НДС 20%:,30.00,НДС 10%:,14.22,ОСН,N ККТ:,0002728757053750,N ФД:,15809,N ФН:,9960440302394074,ФП,4281130702,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"АО ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,08.08.2022 18:48,N: 364,СМЕНА: 28,КАССИР Продавец Исикова,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"Батон ЛЕТНИЙ ДАР нарез в/с 0,35кг п/уп(Хлебоз",1,44.99,44.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607104242112,Яйцо столовое С1 10шт бокс :20,1,57.99,57.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,2034547000016,РОЯЛС Деми Классик Сигареты МРЦ129(БАТ):,1,129.00,129.00,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,АТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,"0100000046233394215oQ""tbE",ИТОГО:,231.98,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,231.98,НДС 20%:,21.50,НДС 10%:,9.36,ОСН,N ККТ:,0002728757053750,N ФД:,16296,N ФН:,9960440302394074,ФП,1171285318,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"АО ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,08.08.2022 18:48,N: 364,СМЕНА: 28,КАССИР Продавец Исикова,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"Батон ЛЕТНИЙ ДАР нарез в/с 0,35кг п/уп(Хлебоз",1,44.99,44.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607104242112,Яйцо столовое С1 10шт бокс :20,1,57.99,57.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,2034547000016,РОЯЛС Деми Классик Сигареты МРЦ129(БАТ):,1,129.00,129.00,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,АТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,"0100000046233394215oQ""tbE",ИТОГО:,231.98,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,231.98,НДС 20%:,21.50,НДС 10%:,9.36,ОСН,N ККТ:,0002728757053750,N ФД:,16296,N ФН:,9960440302394074,ФП,1171285318,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"АО ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,08.08.2022 18:48,N: 364,СМЕНА: 28,КАССИР Продавец Исикова,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"Батон ЛЕТНИЙ ДАР нарез в/с 0,35кг п/уп(Хлебоз",1,44.99,44.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607104242112,Яйцо столовое С1 10шт бокс :20,1,57.99,57.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,2034547000016,РОЯЛС Деми Классик Сигареты МРЦ129(БАТ):,1,129.00,129.00,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,АТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,"0100000046233394215oQ""tbE",ИТОГО:,231.98,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,231.98,НДС 20%:,21.50,НДС 10%:,9.36,ОСН,N ККТ:,0002728757053750,N ФД:,16296,N ФН:,9960440302394074,ФП,1171285318,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"АО ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,08.08.2022 18:48,N: 364,СМЕНА: 28,КАССИР Продавец Исикова,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"Батон ЛЕТНИЙ ДАР нарез в/с 0,35кг п/уп(Хлебоз",1,44.99,44.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607104242112,Яйцо столовое С1 10шт бокс :20,1,57.99,57.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,2034547000016,РОЯЛС Деми Классик Сигареты МРЦ129(БАТ):,1,129.00,129.00,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,АТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,"0100000046233394215oQ""tbE",ИТОГО:,231.98,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,231.98,НДС 20%:,21.50,НДС 10%:,9.36,ОСН,N ККТ:,0002728757053750,N ФД:,16296,N ФН:,9960440302394074,ФП,1171285318,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"АО ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,09.08.2022 19:11,N: 362,СМЕНА: 192,КАССИР Товаровед магазина Бураков,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,Пакет-майка Магнит,1,6.99,6.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,ЯГОДКА Десерт взбит зам щербет клубник 80г фл,4,29.99,119.96,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607032863250,"КУБАН МОЛОЧНИК Сметана 20% 0,18кг батон",1,41.99,41.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,0104640009492527215cnKLt,Конфеты Ромашки(в)(Рот-Фронт) :6,0.152,379.90,57.74,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,кг,ЯШКИНСКИЕ вафли с халвой 200г(КДВ Яшкино):24,1,54.99,54.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607015232547,АРБУЗ 1кг,7.04,13.49,94.97,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,кг,ИТОГО:,376.64,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,376.64,НДС 20%:,39.95,НДС 10%:,12.45,ОСН,N ККТ:,0005060741054680,N ФД:,70507,N ФН:,9960440301655098,ФП,3448577998,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"Акционерное общество ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,10.08.2022 18:52,N: 208,СМЕНА: 189,КАССИР Продавец Цангариди,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"Батон ЛЕТНИЙ ДАР нарез в/с 0,35кг п/уп(Хлебоз",1,44.99,44.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607104242112,ЯГОДКА Десерт взбит зам щербет клубник 80г фл,4,36.99,147.96,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4607032863250,"АГРОКОМПЛЕКС Молоко паст 3,2% 0,9л ф/п (",1,69.99,69.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,0104607070047681215Kqs>n,Пакет-майка Магнит,1,6.99,6.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,"EAT MEAT Сосиски 0,6кг п/уп:4",1,129.99,129.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,4620077213903,"МОЯ ЦЕНА Нектар Яблочный 0,95л т/пак (Россия)",1,53.99,53.99,НДС 10%,ПРИЗНАК ПР. РАСЧЕТА,ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,2010003659899,ИТОГО:,453.91,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,453.91,НДС 20%:,25.83,НДС 10%:,27.18,ОСН,N ККТ:,0005061237042668,N ФД:,50819,N ФН:,9960440301655107,ФП,2337010180,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"Акционерное общество ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,10.08.2022 18:56,N: 211,СМЕНА: 189,КАССИР Продавец Цангариди,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"Бренди КВС ТМ КРЫМСКИЙ СТАТУС 40% 0,25л(Зав.П",1,179.99,179.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ПОДАКЦИЗНЫЙ ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,19830448765586,РОЯЛС Деми Классик Сигареты МРЦ129(БАТ):,1,129.00,129.00,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,АТМ,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,РЕЗ. ПРОВ. СВЕД. О ТОВАРЕ,М+,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,010000004623339421yO6Hvgb,ИТОГО:,308.99,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,308.99,НДС 20%:,51.50,ОСН,N ККТ:,0005061237042668,N ФД:,50822,N ФН:,9960440301655107,ФП,3554643067,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"Акционерное общество ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Чек,КАССОВЫЙ ЧЕК,ПРИХОД,ИНН 2310031475,"350000, Краснодарский край, Краснодар г, Северная ул, дом № 116",Магазин  Магнит  Парабола,10.08.2022 21:20,N: 639,СМЕНА: 30,КАССИР Продавец Свищева,НАИМ. ПР.,КОЛИЧ. ПР.,Ц. ЗА ЕД. ПР.,СУММА ПР.,"Бренди КВС ТМ КРЫМСКИЙ СТАТУС 40% 0,25л(Зав.П",1,179.99,179.99,НДС 20%,ПРИЗНАК ПР. РАСЧЕТА,ПОДАКЦИЗНЫЙ ТОВАР,СПОСОБ РАСЧЕТА,ПОЛНЫЙ РАСЧЕТ,МЕРА КОЛИЧЕСТВА ПР. РАСЧЕТА,шт. или ед.,КОД ТОВАРА,19830448765498,ИТОГО:,179.99,НАЛИЧНЫМИ:,0.00,БЕЗНАЛИЧНЫМИ:,179.99,НДС 20%:,30.00,ОСН,N ККТ:,0002728757053750,N ФД:,18053,N ФН:,9960440302394074,ФП,2553346628,ЭЛ.АДР.ОТПРАВИТЕЛЯ:,ofd@magnit.ru,ЭЛ.АДР.ПОКУПАТЕЛЯ:,s4fin.dmitry@yandex.ru,"АО ""Тандер""",САЙТ ФНС:,www.nalog.gov.ru,Версия ФФД:,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
